temperature,year,statistics,country,iso3
21.1,1996,JulAverage,Moldova,MDA
20.7,1996,AugAverage,Moldova,MDA
13.3,1996,SepAverage,Moldova,MDA
10.4,1996,OctAverage,Moldova,MDA
8.0,1996,NovAverage,Moldova,MDA
-1.5,1996,DecAverage,Moldova,MDA
-4.0,1997,JanAverage,Moldova,MDA
-0.3,1997,FebAverage,Moldova,MDA
3.3,1997,MarAverage,Moldova,MDA
7.0,1997,AprAverage,Moldova,MDA
17.2,1997,MayAverage,Moldova,MDA
19.9,1997,JunAverage,Moldova,MDA
20.8,1997,JulAverage,Moldova,MDA
20.1,1997,AugAverage,Moldova,MDA
14.1,1997,SepAverage,Moldova,MDA
7.8,1997,OctAverage,Moldova,MDA
4.8,1997,NovAverage,Moldova,MDA
-0.7,1997,DecAverage,Moldova,MDA
0.0,1998,JanAverage,Moldova,MDA
1.9,1998,FebAverage,Moldova,MDA
2.5,1998,MarAverage,Moldova,MDA
12.6,1998,AprAverage,Moldova,MDA
15.6,1998,MayAverage,Moldova,MDA
20.9,1998,JunAverage,Moldova,MDA
21.8,1998,JulAverage,Moldova,MDA
21.3,1998,AugAverage,Moldova,MDA
16.1,1998,SepAverage,Moldova,MDA
10.8,1998,OctAverage,Moldova,MDA
0.8,1998,NovAverage,Moldova,MDA
-4.6,1998,DecAverage,Moldova,MDA
-0.7,1999,JanAverage,Moldova,MDA
0.1,1999,FebAverage,Moldova,MDA
4.7,1999,MarAverage,Moldova,MDA
11.7,1999,AprAverage,Moldova,MDA
14.9,1999,MayAverage,Moldova,MDA
22.3,1999,JunAverage,Moldova,MDA
24.0,1999,JulAverage,Moldova,MDA
21.8,1999,AugAverage,Moldova,MDA
18.0,1999,SepAverage,Moldova,MDA
10.6,1999,OctAverage,Moldova,MDA
2.9,1999,NovAverage,Moldova,MDA
1.2,1999,DecAverage,Moldova,MDA
-3.7,2000,JanAverage,Moldova,MDA
1.0,2000,FebAverage,Moldova,MDA
3.9,2000,MarAverage,Moldova,MDA
13.1,2000,AprAverage,Moldova,MDA
17.4,2000,MayAverage,Moldova,MDA
20.1,2000,JunAverage,Moldova,MDA
21.4,2000,JulAverage,Moldova,MDA
22.5,2000,AugAverage,Moldova,MDA
15.2,2000,SepAverage,Moldova,MDA
10.8,2000,OctAverage,Moldova,MDA
7.9,2000,NovAverage,Moldova,MDA
2.3,2000,DecAverage,Moldova,MDA
0.2,2001,JanAverage,Moldova,MDA
0.3,2001,FebAverage,Moldova,MDA
5.8,2001,MarAverage,Moldova,MDA
11.2,2001,AprAverage,Moldova,MDA
15.8,2001,MayAverage,Moldova,MDA
18.2,2001,JunAverage,Moldova,MDA
24.0,2001,JulAverage,Moldova,MDA
23.1,2001,AugAverage,Moldova,MDA
16.4,2001,SepAverage,Moldova,MDA
11.8,2001,OctAverage,Moldova,MDA
3.4,2001,NovAverage,Moldova,MDA
-5.7,2001,DecAverage,Moldova,MDA
-2.2,2002,JanAverage,Moldova,MDA
4.2,2002,FebAverage,Moldova,MDA
6.6,2002,MarAverage,Moldova,MDA
10.3,2002,AprAverage,Moldova,MDA
17.8,2002,MayAverage,Moldova,MDA
20.3,2002,JunAverage,Moldova,MDA
24.1,2002,JulAverage,Moldova,MDA
21.6,2002,AugAverage,Moldova,MDA
16.5,2002,SepAverage,Moldova,MDA
10.3,2002,OctAverage,Moldova,MDA
6.4,2002,NovAverage,Moldova,MDA
-5.4,2002,DecAverage,Moldova,MDA
-2.6,2003,JanAverage,Moldova,MDA
-5.8,2003,FebAverage,Moldova,MDA
1.2,2003,MarAverage,Moldova,MDA
8.7,2003,AprAverage,Moldova,MDA
19.8,2003,MayAverage,Moldova,MDA
21.0,2003,JunAverage,Moldova,MDA
21.7,2003,JulAverage,Moldova,MDA
22.3,2003,AugAverage,Moldova,MDA
15.9,2003,SepAverage,Moldova,MDA
9.2,2003,OctAverage,Moldova,MDA
5.5,2003,NovAverage,Moldova,MDA
0.1,2003,DecAverage,Moldova,MDA
-3.7,2004,JanAverage,Moldova,MDA
-0.7,2004,FebAverage,Moldova,MDA
5.1,2004,MarAverage,Moldova,MDA
10.8,2004,AprAverage,Moldova,MDA
15.1,2004,MayAverage,Moldova,MDA
19.3,2004,JunAverage,Moldova,MDA
21.7,2004,JulAverage,Moldova,MDA
21.2,2004,AugAverage,Moldova,MDA
16.3,2004,SepAverage,Moldova,MDA
11.6,2004,OctAverage,Moldova,MDA
5.4,2004,NovAverage,Moldova,MDA
1.5,2004,DecAverage,Moldova,MDA
0.4,2005,JanAverage,Moldova,MDA
-3.2,2005,FebAverage,Moldova,MDA
1.8,2005,MarAverage,Moldova,MDA
10.5,2005,AprAverage,Moldova,MDA
16.8,2005,MayAverage,Moldova,MDA
19.0,2005,JunAverage,Moldova,MDA
22.5,2005,JulAverage,Moldova,MDA
21.7,2005,AugAverage,Moldova,MDA
18.0,2005,SepAverage,Moldova,MDA
10.6,2005,OctAverage,Moldova,MDA
4.0,2005,NovAverage,Moldova,MDA
1.0,2005,DecAverage,Moldova,MDA
-6.4,2006,JanAverage,Moldova,MDA
-3.3,2006,FebAverage,Moldova,MDA
2.4,2006,MarAverage,Moldova,MDA
11.0,2006,AprAverage,Moldova,MDA
15.7,2006,MayAverage,Moldova,MDA
19.7,2006,JunAverage,Moldova,MDA
22.2,2006,JulAverage,Moldova,MDA
21.8,2006,AugAverage,Moldova,MDA
17.2,2006,SepAverage,Moldova,MDA
11.6,2006,OctAverage,Moldova,MDA
5.6,2006,NovAverage,Moldova,MDA
2.5,2006,DecAverage,Moldova,MDA
3.5,2007,JanAverage,Moldova,MDA
0.6,2007,FebAverage,Moldova,MDA
6.8,2007,MarAverage,Moldova,MDA
10.8,2007,AprAverage,Moldova,MDA
18.6,2007,MayAverage,Moldova,MDA
22.5,2007,JunAverage,Moldova,MDA
23.9,2007,JulAverage,Moldova,MDA
23.3,2007,AugAverage,Moldova,MDA
16.3,2007,SepAverage,Moldova,MDA
11.2,2007,OctAverage,Moldova,MDA
3.1,2007,NovAverage,Moldova,MDA
-0.6,2007,DecAverage,Moldova,MDA
-1.4,2008,JanAverage,Moldova,MDA
1.7,2008,FebAverage,Moldova,MDA
6.4,2008,MarAverage,Moldova,MDA
11.3,2008,AprAverage,Moldova,MDA
15.8,2008,MayAverage,Moldova,MDA
20.8,2008,JunAverage,Moldova,MDA
21.9,2008,JulAverage,Moldova,MDA
23.1,2008,AugAverage,Moldova,MDA
15.7,2008,SepAverage,Moldova,MDA
12.0,2008,OctAverage,Moldova,MDA
5.4,2008,NovAverage,Moldova,MDA
1.6,2008,DecAverage,Moldova,MDA
-1.4,2009,JanAverage,Moldova,MDA
0.8,2009,FebAverage,Moldova,MDA
3.8,2009,MarAverage,Moldova,MDA
12.1,2009,AprAverage,Moldova,MDA
16.9,2009,MayAverage,Moldova,MDA
21.0,2009,JunAverage,Moldova,MDA
23.5,2009,JulAverage,Moldova,MDA
21.9,2009,AugAverage,Moldova,MDA
18.3,2009,SepAverage,Moldova,MDA
11.5,2009,OctAverage,Moldova,MDA
6.6,2009,NovAverage,Moldova,MDA
-0.4,2009,DecAverage,Moldova,MDA
-5.0,2010,JanAverage,Moldova,MDA
-1.0,2010,FebAverage,Moldova,MDA
3.8,2010,MarAverage,Moldova,MDA
11.2,2010,AprAverage,Moldova,MDA
17.3,2010,MayAverage,Moldova,MDA
21.1,2010,JunAverage,Moldova,MDA
23.7,2010,JulAverage,Moldova,MDA
24.0,2010,AugAverage,Moldova,MDA
16.5,2010,SepAverage,Moldova,MDA
8.1,2010,OctAverage,Moldova,MDA
9.7,2010,NovAverage,Moldova,MDA
-1.6,2010,DecAverage,Moldova,MDA
-1.8,2011,JanAverage,Moldova,MDA
-2.9,2011,FebAverage,Moldova,MDA
3.3,2011,MarAverage,Moldova,MDA
10.5,2011,AprAverage,Moldova,MDA
16.8,2011,MayAverage,Moldova,MDA
20.8,2011,JunAverage,Moldova,MDA
22.9,2011,JulAverage,Moldova,MDA
21.9,2011,AugAverage,Moldova,MDA
18.7,2011,SepAverage,Moldova,MDA
9.3,2011,OctAverage,Moldova,MDA
2.5,2011,NovAverage,Moldova,MDA
2.6,2011,DecAverage,Moldova,MDA
-2.3,2012,JanAverage,Moldova,MDA
-7.4,2012,FebAverage,Moldova,MDA
4.2,2012,MarAverage,Moldova,MDA
12.6,2012,AprAverage,Moldova,MDA
18.8,2012,MayAverage,Moldova,MDA
22.6,2012,JunAverage,Moldova,MDA
24.8,2012,JulAverage,Moldova,MDA
23.1,2012,AugAverage,Moldova,MDA
18.9,2012,SepAverage,Moldova,MDA
12.8,2012,OctAverage,Moldova,MDA
6.3,2012,NovAverage,Moldova,MDA
-2.5,2012,DecAverage,Moldova,MDA
-2.1,2013,JanAverage,Moldova,MDA
1.3,2013,FebAverage,Moldova,MDA
2.2,2013,MarAverage,Moldova,MDA
12.2,2013,AprAverage,Moldova,MDA
19.1,2013,MayAverage,Moldova,MDA
21.4,2013,JunAverage,Moldova,MDA
22.0,2013,JulAverage,Moldova,MDA
22.6,2013,AugAverage,Moldova,MDA
15.0,2013,SepAverage,Moldova,MDA
10.8,2013,OctAverage,Moldova,MDA
8.2,2013,NovAverage,Moldova,MDA
0.0,2013,DecAverage,Moldova,MDA
-1.1,2014,JanAverage,Moldova,MDA
-0.2,2014,FebAverage,Moldova,MDA
7.6,2014,MarAverage,Moldova,MDA
11.6,2014,AprAverage,Moldova,MDA
17.0,2014,MayAverage,Moldova,MDA
19.7,2014,JunAverage,Moldova,MDA
23.0,2014,JulAverage,Moldova,MDA
22.8,2014,AugAverage,Moldova,MDA
18.0,2014,SepAverage,Moldova,MDA
10.2,2014,OctAverage,Moldova,MDA
4.3,2014,NovAverage,Moldova,MDA
0.3,2014,DecAverage,Moldova,MDA
-0.2,2015,JanAverage,Moldova,MDA
0.5,2015,FebAverage,Moldova,MDA
5.2,2015,MarAverage,Moldova,MDA
10.3,2015,AprAverage,Moldova,MDA
17.2,2015,MayAverage,Moldova,MDA
21.1,2015,JunAverage,Moldova,MDA
23.6,2015,JulAverage,Moldova,MDA
23.9,2015,AugAverage,Moldova,MDA
19.6,2015,SepAverage,Moldova,MDA
9.9,2015,OctAverage,Moldova,MDA
6.7,2015,NovAverage,Moldova,MDA
2.5,2015,DecAverage,Moldova,MDA
-3.0,2016,JanAverage,Moldova,MDA
4.3,2016,FebAverage,Moldova,MDA
6.1,2016,MarAverage,Moldova,MDA
13.1,2016,AprAverage,Moldova,MDA
16.1,2016,MayAverage,Moldova,MDA
21.7,2016,JunAverage,Moldova,MDA
23.4,2016,JulAverage,Moldova,MDA
22.8,2016,AugAverage,Moldova,MDA
18.6,2016,SepAverage,Moldova,MDA
8.7,2016,OctAverage,Moldova,MDA
3.8,2016,NovAverage,Moldova,MDA
-0.8,2016,DecAverage,Moldova,MDA
-4.7,2017,JanAverage,Moldova,MDA
-0.5,2017,FebAverage,Moldova,MDA
7.4,2017,MarAverage,Moldova,MDA
10.0,2017,AprAverage,Moldova,MDA
16.3,2017,MayAverage,Moldova,MDA
21.4,2017,JunAverage,Moldova,MDA
22.4,2017,JulAverage,Moldova,MDA
23.6,2017,AugAverage,Moldova,MDA
18.3,2017,SepAverage,Moldova,MDA
11.1,2017,OctAverage,Moldova,MDA
5.7,2017,NovAverage,Moldova,MDA
3.1,2017,DecAverage,Moldova,MDA
-0.6,2018,JanAverage,Moldova,MDA
-1.2,2018,FebAverage,Moldova,MDA
1.2,2018,MarAverage,Moldova,MDA
14.6,2018,AprAverage,Moldova,MDA
19.2,2018,MayAverage,Moldova,MDA
21.6,2018,JunAverage,Moldova,MDA
22.6,2018,JulAverage,Moldova,MDA
24.2,2018,AugAverage,Moldova,MDA
18.0,2018,SepAverage,Moldova,MDA
12.8,2018,OctAverage,Moldova,MDA
3.6,2018,NovAverage,Moldova,MDA
-0.6,2018,DecAverage,Moldova,MDA
-2.0,2019,JanAverage,Moldova,MDA
2.0,2019,FebAverage,Moldova,MDA
6.8,2019,MarAverage,Moldova,MDA
11.0,2019,AprAverage,Moldova,MDA
16.9,2019,MayAverage,Moldova,MDA
23.4,2019,JunAverage,Moldova,MDA
22.3,2019,JulAverage,Moldova,MDA
23.3,2019,AugAverage,Moldova,MDA
18.2,2019,SepAverage,Moldova,MDA
12.2,2019,OctAverage,Moldova,MDA
8.5,2019,NovAverage,Moldova,MDA
3.3,2019,DecAverage,Moldova,MDA
0.7,2020,JanAverage,Moldova,MDA
3.7,2020,FebAverage,Moldova,MDA
7.2,2020,MarAverage,Moldova,MDA
11.1,2020,AprAverage,Moldova,MDA
14.5,2020,MayAverage,Moldova,MDA
21.3,2020,JunAverage,Moldova,MDA
23.1,2020,JulAverage,Moldova,MDA
23.4,2020,AugAverage,Moldova,MDA
19.7,2020,SepAverage,Moldova,MDA
14.5,2020,OctAverage,Moldova,MDA
5.0,2020,NovAverage,Moldova,MDA
2.5,2020,DecAverage,Moldova,MDA
6.0,1991,JanAverage,Monaco,MCO
5.0,1991,FebAverage,Monaco,MCO
10.8,1991,MarAverage,Monaco,MCO
10.1,1991,AprAverage,Monaco,MCO
12.6,1991,MayAverage,Monaco,MCO
17.6,1991,JunAverage,Monaco,MCO
22.4,1991,JulAverage,Monaco,MCO
23.2,1991,AugAverage,Monaco,MCO
20.3,1991,SepAverage,Monaco,MCO
13.3,1991,OctAverage,Monaco,MCO
9.4,1991,NovAverage,Monaco,MCO
5.8,1991,DecAverage,Monaco,MCO
5.8,1992,JanAverage,Monaco,MCO
6.9,1992,FebAverage,Monaco,MCO
9.2,1992,MarAverage,Monaco,MCO
11.4,1992,AprAverage,Monaco,MCO
16.3,1992,MayAverage,Monaco,MCO
16.9,1992,JunAverage,Monaco,MCO
20.9,1992,JulAverage,Monaco,MCO
23.0,1992,AugAverage,Monaco,MCO
18.3,1992,SepAverage,Monaco,MCO
13.0,1992,OctAverage,Monaco,MCO
11.0,1992,NovAverage,Monaco,MCO
8.3,1992,DecAverage,Monaco,MCO
7.1,1993,JanAverage,Monaco,MCO
5.7,1993,FebAverage,Monaco,MCO
7.8,1993,MarAverage,Monaco,MCO
11.3,1993,AprAverage,Monaco,MCO
15.5,1993,MayAverage,Monaco,MCO
19.3,1993,JunAverage,Monaco,MCO
20.0,1993,JulAverage,Monaco,MCO
22.2,1993,AugAverage,Monaco,MCO
17.7,1993,SepAverage,Monaco,MCO
13.8,1993,OctAverage,Monaco,MCO
8.6,1993,NovAverage,Monaco,MCO
8.5,1993,DecAverage,Monaco,MCO
7.2,1994,JanAverage,Monaco,MCO
6.9,1994,FebAverage,Monaco,MCO
11.0,1994,MarAverage,Monaco,MCO
10.4,1994,AprAverage,Monaco,MCO
15.3,1994,MayAverage,Monaco,MCO
18.7,1994,JunAverage,Monaco,MCO
23.5,1994,JulAverage,Monaco,MCO
23.5,1994,AugAverage,Monaco,MCO
18.0,1994,SepAverage,Monaco,MCO
14.2,1994,OctAverage,Monaco,MCO
12.2,1994,NovAverage,Monaco,MCO
8.7,1994,DecAverage,Monaco,MCO
6.2,1995,JanAverage,Monaco,MCO
8.7,1995,FebAverage,Monaco,MCO
7.7,1995,MarAverage,Monaco,MCO
11.4,1995,AprAverage,Monaco,MCO
14.4,1995,MayAverage,Monaco,MCO
17.4,1995,JunAverage,Monaco,MCO
23.0,1995,JulAverage,Monaco,MCO
21.6,1995,AugAverage,Monaco,MCO
16.6,1995,SepAverage,Monaco,MCO
16.2,1995,OctAverage,Monaco,MCO
10.1,1995,NovAverage,Monaco,MCO
7.9,1995,DecAverage,Monaco,MCO
8.4,1996,JanAverage,Monaco,MCO
5.6,1996,FebAverage,Monaco,MCO
7.8,1996,MarAverage,Monaco,MCO
11.8,1996,AprAverage,Monaco,MCO
14.8,1996,MayAverage,Monaco,MCO
19.4,1996,JunAverage,Monaco,MCO
20.5,1996,JulAverage,Monaco,MCO
20.7,1996,AugAverage,Monaco,MCO
16.1,1996,SepAverage,Monaco,MCO
14.2,1996,OctAverage,Monaco,MCO
10.5,1996,NovAverage,Monaco,MCO
8.0,1996,DecAverage,Monaco,MCO
7.0,1997,JanAverage,Monaco,MCO
8.6,1997,FebAverage,Monaco,MCO
10.7,1997,MarAverage,Monaco,MCO
11.4,1997,AprAverage,Monaco,MCO
15.8,1997,MayAverage,Monaco,MCO
18.3,1997,JunAverage,Monaco,MCO
20.6,1997,JulAverage,Monaco,MCO
22.6,1997,AugAverage,Monaco,MCO
20.0,1997,SepAverage,Monaco,MCO
15.5,1997,OctAverage,Monaco,MCO
10.9,1997,NovAverage,Monaco,MCO
8.2,1997,DecAverage,Monaco,MCO
7.4,1998,JanAverage,Monaco,MCO
8.2,1998,FebAverage,Monaco,MCO
9.1,1998,MarAverage,Monaco,MCO
10.9,1998,AprAverage,Monaco,MCO
15.9,1998,MayAverage,Monaco,MCO
19.2,1998,JunAverage,Monaco,MCO
22.1,1998,JulAverage,Monaco,MCO
22.6,1998,AugAverage,Monaco,MCO
18.3,1998,SepAverage,Monaco,MCO
14.4,1998,OctAverage,Monaco,MCO
8.1,1998,NovAverage,Monaco,MCO
6.5,1998,DecAverage,Monaco,MCO
6.9,1999,JanAverage,Monaco,MCO
5.7,1999,FebAverage,Monaco,MCO
9.5,1999,MarAverage,Monaco,MCO
11.6,1999,AprAverage,Monaco,MCO
16.7,1999,MayAverage,Monaco,MCO
18.7,1999,JunAverage,Monaco,MCO
22.3,1999,JulAverage,Monaco,MCO
22.5,1999,AugAverage,Monaco,MCO
20.4,1999,SepAverage,Monaco,MCO
15.3,1999,OctAverage,Monaco,MCO
9.1,1999,NovAverage,Monaco,MCO
7.2,1999,DecAverage,Monaco,MCO
5.9,2000,JanAverage,Monaco,MCO
8.2,2000,FebAverage,Monaco,MCO
9.7,2000,MarAverage,Monaco,MCO
11.9,2000,AprAverage,Monaco,MCO
16.9,2000,MayAverage,Monaco,MCO
20.2,2000,JunAverage,Monaco,MCO
20.2,2000,JulAverage,Monaco,MCO
22.4,2000,AugAverage,Monaco,MCO
19.3,2000,SepAverage,Monaco,MCO
15.1,2000,OctAverage,Monaco,MCO
10.7,2000,NovAverage,Monaco,MCO
8.8,2000,DecAverage,Monaco,MCO
8.1,2001,JanAverage,Monaco,MCO
7.7,2001,FebAverage,Monaco,MCO
10.5,2001,MarAverage,Monaco,MCO
10.9,2001,AprAverage,Monaco,MCO
16.4,2001,MayAverage,Monaco,MCO
18.9,2001,JunAverage,Monaco,MCO
21.6,2001,JulAverage,Monaco,MCO
22.9,2001,AugAverage,Monaco,MCO
16.7,2001,SepAverage,Monaco,MCO
17.0,2001,OctAverage,Monaco,MCO
9.3,2001,NovAverage,Monaco,MCO
5.4,2001,DecAverage,Monaco,MCO
5.7,2002,JanAverage,Monaco,MCO
8.6,2002,FebAverage,Monaco,MCO
10.4,2002,MarAverage,Monaco,MCO
12.1,2002,AprAverage,Monaco,MCO
14.8,2002,MayAverage,Monaco,MCO
20.3,2002,JunAverage,Monaco,MCO
21.1,2002,JulAverage,Monaco,MCO
20.9,2002,AugAverage,Monaco,MCO
17.7,2002,SepAverage,Monaco,MCO
14.9,2002,OctAverage,Monaco,MCO
12.3,2002,NovAverage,Monaco,MCO
9.1,2002,DecAverage,Monaco,MCO
6.1,2003,JanAverage,Monaco,MCO
4.9,2003,FebAverage,Monaco,MCO
9.5,2003,MarAverage,Monaco,MCO
11.9,2003,AprAverage,Monaco,MCO
17.1,2003,MayAverage,Monaco,MCO
21.5,2003,JunAverage,Monaco,MCO
23.7,2003,JulAverage,Monaco,MCO
24.3,2003,AugAverage,Monaco,MCO
19.0,2003,SepAverage,Monaco,MCO
13.7,2003,OctAverage,Monaco,MCO
11.2,2003,NovAverage,Monaco,MCO
8.2,2003,DecAverage,Monaco,MCO
6.7,2004,JanAverage,Monaco,MCO
7.0,2004,FebAverage,Monaco,MCO
8.2,2004,MarAverage,Monaco,MCO
11.6,2004,AprAverage,Monaco,MCO
14.2,2004,MayAverage,Monaco,MCO
19.6,2004,JunAverage,Monaco,MCO
21.5,2004,JulAverage,Monaco,MCO
22.3,2004,AugAverage,Monaco,MCO
19.5,2004,SepAverage,Monaco,MCO
16.6,2004,OctAverage,Monaco,MCO
9.9,2004,NovAverage,Monaco,MCO
7.9,2004,DecAverage,Monaco,MCO
5.7,2005,JanAverage,Monaco,MCO
4.4,2005,FebAverage,Monaco,MCO
8.2,2005,MarAverage,Monaco,MCO
11.4,2005,AprAverage,Monaco,MCO
16.1,2005,MayAverage,Monaco,MCO
20.9,2005,JunAverage,Monaco,MCO
22.2,2005,JulAverage,Monaco,MCO
21.3,2005,AugAverage,Monaco,MCO
19.0,2005,SepAverage,Monaco,MCO
15.5,2005,OctAverage,Monaco,MCO
9.7,2005,NovAverage,Monaco,MCO
5.3,2005,DecAverage,Monaco,MCO
5.2,2006,JanAverage,Monaco,MCO
5.9,2006,FebAverage,Monaco,MCO
8.3,2006,MarAverage,Monaco,MCO
12.3,2006,AprAverage,Monaco,MCO
16.0,2006,MayAverage,Monaco,MCO
20.1,2006,JunAverage,Monaco,MCO
24.5,2006,JulAverage,Monaco,MCO
20.5,2006,AugAverage,Monaco,MCO
19.9,2006,SepAverage,Monaco,MCO
16.9,2006,OctAverage,Monaco,MCO
12.1,2006,NovAverage,Monaco,MCO
8.4,2006,DecAverage,Monaco,MCO
8.8,2007,JanAverage,Monaco,MCO
9.0,2007,FebAverage,Monaco,MCO
9.6,2007,MarAverage,Monaco,MCO
14.6,2007,AprAverage,Monaco,MCO
16.5,2007,MayAverage,Monaco,MCO
19.4,2007,JunAverage,Monaco,MCO
21.1,2007,JulAverage,Monaco,MCO
21.0,2007,AugAverage,Monaco,MCO
18.1,2007,SepAverage,Monaco,MCO
14.5,2007,OctAverage,Monaco,MCO
9.4,2007,NovAverage,Monaco,MCO
7.0,2007,DecAverage,Monaco,MCO
8.2,2008,JanAverage,Monaco,MCO
7.7,2008,FebAverage,Monaco,MCO
8.9,2008,MarAverage,Monaco,MCO
11.6,2008,AprAverage,Monaco,MCO
16.1,2008,MayAverage,Monaco,MCO
19.3,2008,JunAverage,Monaco,MCO
21.5,2008,JulAverage,Monaco,MCO
21.9,2008,AugAverage,Monaco,MCO
17.9,2008,SepAverage,Monaco,MCO
15.1,2008,OctAverage,Monaco,MCO
10.3,2008,NovAverage,Monaco,MCO
6.9,2008,DecAverage,Monaco,MCO
5.4,2009,JanAverage,Monaco,MCO
6.4,2009,FebAverage,Monaco,MCO
9.1,2009,MarAverage,Monaco,MCO
12.9,2009,AprAverage,Monaco,MCO
17.5,2009,MayAverage,Monaco,MCO
19.8,2009,JunAverage,Monaco,MCO
22.2,2009,JulAverage,Monaco,MCO
23.6,2009,AugAverage,Monaco,MCO
19.7,2009,SepAverage,Monaco,MCO
14.9,2009,OctAverage,Monaco,MCO
11.7,2009,NovAverage,Monaco,MCO
7.4,2009,DecAverage,Monaco,MCO
5.0,2010,JanAverage,Monaco,MCO
6.3,2010,FebAverage,Monaco,MCO
8.2,2010,MarAverage,Monaco,MCO
12.4,2010,AprAverage,Monaco,MCO
14.4,2010,MayAverage,Monaco,MCO
19.0,2010,JunAverage,Monaco,MCO
23.6,2010,JulAverage,Monaco,MCO
21.5,2010,AugAverage,Monaco,MCO
18.0,2010,SepAverage,Monaco,MCO
14.0,2010,OctAverage,Monaco,MCO
10.1,2010,NovAverage,Monaco,MCO
6.2,2010,DecAverage,Monaco,MCO
6.6,2011,JanAverage,Monaco,MCO
7.1,2011,FebAverage,Monaco,MCO
9.3,2011,MarAverage,Monaco,MCO
13.8,2011,AprAverage,Monaco,MCO
17.3,2011,MayAverage,Monaco,MCO
19.1,2011,JunAverage,Monaco,MCO
20.3,2011,JulAverage,Monaco,MCO
22.4,2011,AugAverage,Monaco,MCO
20.6,2011,SepAverage,Monaco,MCO
15.4,2011,OctAverage,Monaco,MCO
12.0,2011,NovAverage,Monaco,MCO
9.1,2011,DecAverage,Monaco,MCO
7.3,2012,JanAverage,Monaco,MCO
3.4,2012,FebAverage,Monaco,MCO
10.7,2012,MarAverage,Monaco,MCO
11.9,2012,AprAverage,Monaco,MCO
15.4,2012,MayAverage,Monaco,MCO
20.3,2012,JunAverage,Monaco,MCO
21.8,2012,JulAverage,Monaco,MCO
23.5,2012,AugAverage,Monaco,MCO
19.1,2012,SepAverage,Monaco,MCO
15.7,2012,OctAverage,Monaco,MCO
11.6,2012,NovAverage,Monaco,MCO
7.5,2012,DecAverage,Monaco,MCO
6.5,2013,JanAverage,Monaco,MCO
4.7,2013,FebAverage,Monaco,MCO
8.1,2013,MarAverage,Monaco,MCO
11.9,2013,AprAverage,Monaco,MCO
13.5,2013,MayAverage,Monaco,MCO
18.3,2013,JunAverage,Monaco,MCO
23.0,2013,JulAverage,Monaco,MCO
22.7,2013,AugAverage,Monaco,MCO
19.3,2013,SepAverage,Monaco,MCO
16.8,2013,OctAverage,Monaco,MCO
10.2,2013,NovAverage,Monaco,MCO
7.9,2013,DecAverage,Monaco,MCO
8.7,2014,JanAverage,Monaco,MCO
8.7,2014,FebAverage,Monaco,MCO
10.1,2014,MarAverage,Monaco,MCO
13.2,2014,AprAverage,Monaco,MCO
15.1,2014,MayAverage,Monaco,MCO
20.3,2014,JunAverage,Monaco,MCO
20.6,2014,JulAverage,Monaco,MCO
20.8,2014,AugAverage,Monaco,MCO
19.8,2014,SepAverage,Monaco,MCO
17.2,2014,OctAverage,Monaco,MCO
12.9,2014,NovAverage,Monaco,MCO
9.0,2014,DecAverage,Monaco,MCO
7.5,2015,JanAverage,Monaco,MCO
6.2,2015,FebAverage,Monaco,MCO
9.8,2015,MarAverage,Monaco,MCO
12.4,2015,AprAverage,Monaco,MCO
16.1,2015,MayAverage,Monaco,MCO
20.7,2015,JunAverage,Monaco,MCO
24.6,2015,JulAverage,Monaco,MCO
22.7,2015,AugAverage,Monaco,MCO
18.5,2015,SepAverage,Monaco,MCO
14.4,2015,OctAverage,Monaco,MCO
11.7,2015,NovAverage,Monaco,MCO
9.5,2015,DecAverage,Monaco,MCO
8.3,2016,JanAverage,Monaco,MCO
8.8,2016,FebAverage,Monaco,MCO
9.0,2016,MarAverage,Monaco,MCO
12.5,2016,AprAverage,Monaco,MCO
14.9,2016,MayAverage,Monaco,MCO
19.0,2016,JunAverage,Monaco,MCO
22.4,2016,JulAverage,Monaco,MCO
22.4,2016,AugAverage,Monaco,MCO
20.8,2016,SepAverage,Monaco,MCO
14.5,2016,OctAverage,Monaco,MCO
11.0,2016,NovAverage,Monaco,MCO
8.0,2016,DecAverage,Monaco,MCO
5.2,2017,JanAverage,Monaco,MCO
9.1,2017,FebAverage,Monaco,MCO
11.2,2017,MarAverage,Monaco,MCO
12.4,2017,AprAverage,Monaco,MCO
16.3,2017,MayAverage,Monaco,MCO
21.6,2017,JunAverage,Monaco,MCO
22.6,2017,JulAverage,Monaco,MCO
23.2,2017,AugAverage,Monaco,MCO
17.6,2017,SepAverage,Monaco,MCO
15.6,2017,OctAverage,Monaco,MCO
9.9,2017,NovAverage,Monaco,MCO
6.8,2017,DecAverage,Monaco,MCO
9.7,2018,JanAverage,Monaco,MCO
5.3,2018,FebAverage,Monaco,MCO
8.4,2018,MarAverage,Monaco,MCO
14.0,2018,AprAverage,Monaco,MCO
16.2,2018,MayAverage,Monaco,MCO
20.3,2018,JunAverage,Monaco,MCO
23.6,2018,JulAverage,Monaco,MCO
23.9,2018,AugAverage,Monaco,MCO
20.7,2018,SepAverage,Monaco,MCO
16.4,2018,OctAverage,Monaco,MCO
11.6,2018,NovAverage,Monaco,MCO
8.9,2018,DecAverage,Monaco,MCO
6.1,2019,JanAverage,Monaco,MCO
8.0,2019,FebAverage,Monaco,MCO
10.3,2019,MarAverage,Monaco,MCO
